"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"56","공연장","03_06_01_P","3140000","CDFE1230002012000001","2012-04-06","","03","폐업","03","폐업","2015-09-20","","","","3219-5532","","158-715","서울특별시 양천구 목동 923-5번지","서울특별시 양천구 목동동로 233 (목동, 방송회관)","158-715","브로드홀","2015-10-22 17:31:45","I","2018-08-31 23:59:59","","188572.108662809","447198.912625565","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"57","공연장","03_06_01_P","3140000","CDFE1230002013000001","2013-01-08","","03","폐업","03","폐업","2015-11-30","","","","1600-7393","","158-858","서울특별시 양천구 신정동 917-21번지","서울특별시 양천구 오목로 169 (신정동)","158-858","드라폼(Draform)","2015-12-01 11:15:49","I","2018-08-31 23:59:59","","187219.776938727","447006.977030483","공연장","공연장","","0","","","","","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"58","공연장","03_06_01_P","3140000","CDFE1230002014000001","2014-08-26","","03","폐업","03","폐업","2021-12-30","","","","730-0246/3414-2063","","158-050","서울특별시 양천구 목동 924 KT정보전산센터 1층","서울특별시 양천구 목동서로 201, 1층 (목동, KT정보전산센터)","158-050","KT체임버홀","2021-12-30 17:38:48","U","2022-01-01 02:40:00","","188538.244361038","447476.275717561","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"59","공연장","03_06_01_P","3180000","CDFE1230002012000001","2012-02-29","","03","폐업","03","폐업","2018-09-05","","","","447-3333","","150-897","서울특별시 영등포구 여의도동 86번지 파라다이스","서울특별시 영등포구 여의동로 252 (여의도동, 파라다이스)","150-897","아리수 아트홀","2018-09-05 16:23:50","U","2018-09-05 23:59:59","","194892.134419761","446674.710451173","공연장","공연장","","2","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"60","공연장","03_06_01_P","3180000","CDFE1230002014000001","2014-10-30","","03","폐업","03","폐업","2021-12-15","","","","02-781-2280","","150-790","서울특별시 영등포구 여의도동 18","서울특별시 영등포구 여의공원로 13 (여의도동, KBS한국방송)","150-790","KBS아트홀","2021-12-14 13:34:31","U","2021-12-16 02:40:00","","192538.786642476","447017.15917925","공연장","공연장","일반상업지역","5","기타","","","","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"61","공연장","03_06_01_P","3140000","CDFE1230002002000001","2002-12-30","","03","폐업","03","폐업","2004-03-31","","","","02-2650-3541","","158-070","서울특별시 양천구 신정동 322-11번지","서울특별시 양천구 목동동로 81  (신정동)","","양천구다목적회관","2004-03-31 17:11:01","I","2018-08-31 23:59:59","","187901.218945668","445984.041714478","공연장","공연장","일반상업지역","1","아파트지역","","","문화시설","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"62","공연장","03_06_01_P","3000000","CDFE1230002018000005","2018-05-09","","03","폐업","03","폐업","2023-07-11","","","","02-744-7420","","","서울특별시 종로구 동숭동 1-74","서울특별시 종로구 대학로8가길 79 (동숭동)","03086","큐씨어터","2023-07-11 17:53:56","U","2023-07-13 02:40:00","","200243.327275344","453354.557438023","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"63","공연장","03_06_01_P","3000000","CDFE1230002009000002","2009-09-14","","03","폐업","03","폐업","2017-05-16","","","","02-3668-0029","","110-810","서울특별시 종로구 동숭동 187-8번지 지하1층","서울특별시 종로구 이화장길 100 (동숭동,지하1층)","","대학로예술극장3관","2017-05-16 10:14:37","I","2018-08-31 23:59:59","","200342.408788786","453056.007813751","공연장","공연장","일반주거지역","7","","","","문화시설","6","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"64","공연장","03_06_01_P","3000000","CDFE1230002010000001","2010-01-20","","03","폐업","03","폐업","2010-12-03","","","","02)747-8400","","110-736","서울특별시 종로구 연지동 기독교회관 지하층","","","하다소극장","2010-12-03 13:19:35","I","2018-08-31 23:59:59","","","","공연장","공연장","","11","","","","근린생활시설","10","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"65","공연장","03_06_01_P","3120000","CDFE1230002017000003","2017-07-27","","03","폐업","03","폐업","2019-10-21","","","","02-333-2701","","","서울특별시 서대문구 창천동 472-1번지","서울특별시 서대문구 연희로 14, B1층 (창천동, 삼성빌딩)","03784","프리버드 라이브홀","2019-10-21 17:45:57","U","2019-10-23 02:40:00","","193468.153535517","450868.366990996","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"66","공연장","03_06_01_P","3120000","CDFE1230002018000001","2018-02-26","","03","폐업","03","폐업","2021-01-12","","","","02-766-7848","","","서울특별시 서대문구 충정로3가 476 구세군빌딩","서울특별시 서대문구 충정로 7, 구세군빌딩 2, 3층 (충정로3가)","03737","더 페인터즈 히어로 정동길 전용관","2021-01-14 11:15:42","U","2021-01-16 02:40:00","","196595.551427249","450873.253484355","공연장","공연장","상업지역","23","기타","","","문화시설","17","6","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"67","공연장","03_06_01_P","3000000","CDFE1230002003000015","2003-01-15","","03","폐업","03","폐업","2016-11-14","","","","747-4565","","110-809","서울특별시 종로구 동숭동 1-42번지","서울특별시 종로구 동숭길 125 (동숭동)","","상상Art Blue","2016-11-14 18:17:45","I","2018-08-31 23:59:59","","200221.159827079","453443.564354976","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"68","공연장","03_06_01_P","3000000","CDFE1230002003000016","2003-01-27","","03","폐업","03","폐업","2013-09-09","","","","763-8233","","110-809","서울특별시 종로구 동숭동 1-8번지","서울특별시 종로구 동숭길 130-5 (동숭동)","","학전그린소극장","2013-12-13 15:34:38","I","2018-08-31 23:59:59","","200201.706233839","453509.988964294","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"69","공연장","03_06_01_P","3000000","CDFE1230002003000017","2003-01-27","","03","폐업","03","폐업","2024-03-15","","","","763-8233","","110-809","서울특별시 종로구 동숭동 1-79","서울특별시 종로구 대학로12길 46 (동숭동)","","학전블루소극장","2024-04-16 16:51:51","U","2024-04-18 02:40:00","","200259.762502776","453309.399383479","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"70","공연장","03_06_01_P","3000000","CDFE1230002003000019","2003-08-18","","03","폐업","03","폐업","2008-12-01","","","","02-399-1624","","110-821","서울특별시 종로구 세종로 81-3","","","세종델라구아다홀","2022-04-08 09:06:47","U","2022-04-12 02:40:00","","197804.357783157","452216.539274871","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"71","공연장","03_06_01_P","3000000","CDFE1230002004000001","2004-03-05","","03","폐업","03","폐업","2020-05-22","","","","02)766-2124","","110-522","서울특별시 종로구 명륜2가 8-1번지 지하1층","서울특별시 종로구 창경궁로 263 (명륜2가,지하1층)","","예술극장 나무와물","2020-05-22 13:09:40","U","2020-05-24 02:40:00","","199962.860897639","453618.989692186","공연장","공연장","","0","","","","","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"72","공연장","03_06_01_P","3000000","CDFE1230002004000002","2004-03-18","","03","폐업","03","폐업","2017-01-10","","","","741-9700","","110-809","서울특별시 종로구 동숭동 1-74번지","서울특별시 종로구 대학로8가길 79 (동숭동)","","큐씨어터","2017-01-10 19:40:03","I","2018-08-31 23:59:59","","200243.327275344","453354.557438023","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"73","공연장","03_06_01_P","3210000","CDFE1230002015000002","2015-11-26","","03","폐업","03","폐업","2019-06-30","","","","070-8129-7420","","","서울특별시 서초구 서초동","서울특별시 서초구 서초대로73길 30 (서초동, 서초성우빌리지)","06614","강남아트홀 2관","2019-07-30 18:27:26","U","2019-08-01 02:40:00","","202130.827595569","444209.775876953","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"74","공연장","03_06_01_P","3210000","CDFE1230002016000001","2016-04-07","","03","폐업","03","폐업","2022-09-29","","","","02-3481-9597","","","서울특별시 서초구 서초동 1316-3","서울특별시 서초구 서운로 162, 지하층 (서초동)","06616","슬로우씨티(Slow City)","2022-09-29 10:22:39","U","2022-10-01 02:40:00","","202059.397382668","443969.750562859","공연장","공연장","일반상업지역","1","","","","근린생활시설","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"75","공연장","03_06_01_P","3000000","CDFE1230002017000001","2017-01-23","","03","폐업","03","폐업","2019-09-30","","","","1661-6981","","","서울특별시 종로구 동숭동 1-149번지 지하1층","서울특별시 종로구 동숭길 47, 지하1층 (동숭동, 기업은행)","03086","대학로 아트홀 1관","2019-10-30 17:39:17","U","2019-11-20 02:40:00","","200306.889634085","453117.874916028","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"76","공연장","03_06_01_P","3000000","CDFE1230002017000004","2017-06-12","","03","폐업","03","폐업","2018-12-31","","","","02-766-9831","","","서울특별시 종로구 명륜3가 1-220번지","서울특별시 종로구 창경궁로27길 27-6 (명륜3가)","03073","30스튜디오","2019-01-15 10:38:39","U","2019-01-22 02:40:00","","199604.836746448","453404.308373198","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"77","공연장","03_06_01_P","3000000","CDFE1230002018000002","2018-04-23","","03","폐업","03","폐업","2021-12-31","","","","02-736-2428","","","서울특별시 종로구 명륜3가 109-4","서울특별시 종로구 성균관로3길 20-4, 지하1층 (명륜3가)","03073","허수아비 소극장","2022-12-29 08:48:19","U","2022-12-31 02:40:00","","199666.948921028","453452.586227938","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"78","공연장","03_06_01_P","3180000","CDFE1230001961000001","1961-08-01","","03","폐업","03","폐업","2000-12-16","","","","2634-3811","","150-035","서울특별시 영등포구 영등포동5가 6-0번지","서울특별시 영등포구 영등포로43길 3-2  (영등포동5가)","","영보극장","2003-04-18 15:28:10","I","2018-08-31 23:59:59","","191747.252214472","446393.375935392","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"79","공연장","03_06_01_P","3180000","CDFE1230002016000001","2016-06-02","","03","폐업","03","폐업","2020-12-05","","","","02-6925-6956","","","서울특별시 영등포구 영등포동4가 442","서울특별시 영등포구 영중로 15, B2층 (영등포동4가, 타임스퀘어)","07305","키즈앤키즈 소극장","2020-12-16 09:38:22","U","2020-12-18 02:40:00","","191385.057392247","446098.555926507","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"80","공연장","03_06_01_P","3940000","CDFE1230002019000001","2019-03-20","","03","폐업","03","폐업","2021-05-03","","","","","","","경기도 고양시 일산동구 장항동 733-2 남정시티프라자","경기도 고양시 일산동구 무궁화로 31-16, 남정시티프라자 305호 (장항동)","10364","활주로7080 공연장","2021-05-13 10:09:09","U","2021-05-15 02:40:00","","179415.194722872","462371.641551543","공연장","공연장","","","","","","근린생활시설","3","","","","","","","","","","","","","","","","","","","","","","","","","","",
"81","공연장","03_06_01_P","5530000","CDFE1230002024000001","2024-02-27","","03","폐업","03","폐업","2026-01-31","","","","","","","경기도 화성시 동탄구 오산동  1019 라스플로레스 B동 509호","경기도 화성시 동탄구 동탄대로 537, 라스플로레스 B동 5층 509호 (오산동)","18478","더퍼포머씨어터","2026-01-26 11:05:39","I","2026-02-01 11:42:18","","208624.936086903","411151.948385108","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"82","공연장","03_06_01_P","3460000","CDFE1230001998000001","1998-09-18","","03","폐업","03","폐업","2005-10-31","","","","","","706-836","대구광역시 수성구 수성동4가 1236-59번지","대구광역시 수성구 달구벌대로 2261  (수성동4가)","","열린공간 큐","2005-11-29 10:39:57","I","2018-08-31 23:59:59","","345393.399815012","263527.132297532","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
